age,residence_type,address,education_level,job_type,number_years_at_job,marital_status,num_tickets_purchased,last_ticket_purchase_year,other_tickets_purchased,gym_membership_ind,prior_year_spend,prior_year_spend_external,primary_credit_card,last_activity_social,other_streaming_services,cable_provider,search_history_summary,rating_history,promotion_type,conversion_ind,ltv
39,U,"78599 Lori Row, North Troy, CA 91555",grad_high_school,none,12,1,9.0,2014.0,"['bsb', 'c', 'bxb', 'fb', 'bxb', 'c', 'c', 'fb', 'bsb', 'bsb']",1,,259.38,passport,2022-11-19,3,DefecTV,"['totalmarketclips.com', 'premierbooksreport.com', 'actionoutdoorreport.com', 'actionfurnituremagazine.com', 'majorwildlifemagazine.com', 'dailyrecipesinfo.com']",1,silver,0.0,0.0
61,U,"085 Audrey Path Unit 676, Jacobstad, CA 90795",grad_college,business,8,1,2.0,2012.0,"['c', 'p']",0,0.25,51.6,maincard,2018-10-20,2,nan,['premierrecipes.com'],,bronze,1.0,741.2008633655196
48,U,"2427 Melinda Spring Apt. 477, Thomasburgh, CA 91622",grad_college,,15,0,2.0,2014.0,['fb'],0,7.99,332.42,pursuit,2018-07-30,2,DefecTV,"['premierpoliticsmagazine.com', 'totalcamping.com', 'dailypolitics.com', 'majorwildlifeinfo.com', 'nationalfinanceclips.com']",,gold,1.0,1636.1152587180975
78,U,"5048 Andrew Parkway Apt. 419, Edgeville, FL 34110",grad_high_school,service,10,0,0.0,,"['c', 'c', 'bsb']",1,,106.27,maincard,2019-08-11,2,Spectral,"['UBCmarketmagazine.com', 'premierrecipesnews.com', 'majorrecipes.com']",,gold,0.0,0.0
38,S,"3081 Justin Walk Unit 827, West Wendybury, WA 98980",some_college,finance,6,1,5.0,2015.0,"['c', 'fb', 'c']",0,33.01,101.77,passport,2021-10-15,3,Spectral,"['UBCtechmagazine.com', 'nationaltechmagazine.com', 'premierbooksmagazine.com', 'majorfurnitureclips.com']",,silver,1.0,2453.637541710648
40,U,"5176 Linda Green, Lake Stone Cold, TX 75270",masters_professional,business,10,1,0.0,,"['fb', 'fb', 'fb', 'c', 'bsb', 'fb', 'c', 'bsb', 'bxb', 'c']",0,10.02,,,,3,ShrewTube,"['UBCwrestlerclips.com', 'dailyrecipesmagazine.com', 'nationalfinancemagazine.com']",,bronze,0.0,0.0
37,U,"03989 Brian View, West Gary, NC 27492",grad_high_school,service,12,1,0.0,,['bxb'],1,3.14,31.97,locate,,1,nan,"['techmagazine.com', 'QSRfurniture.com', 'premiercampingnews.com']",,bronze,0.0,0.0
60,U,"8421 Garcia Field Apt. 500, New Cynthiaville, CA 92524",masters_professional,legal,13,0,5.0,2013.0,"['bsb', 'c', 'fb', 'c', 'fb', 'bxb', 'c', 'fb', 'bsb', 'fb']",0,6.38,145.5,passport,2017-12-14,2,nan,"['premieroutdoorinfo.com', 'premierwildlifeclips.com', 'dailyoutdoorinfo.com']",,bronze,1.0,1815.314206821531
31,U,"221 Christopher Forest, Davisburgh, TX 78682",grad_high_school,service,9,1,13.0,2017.0,"['bsb', 'bsb', 'bsb', 'fb', 'fb', 'c']",0,31.35,156.74,maincard,,0,Fish network,"['QSRpoliticsreport.com', 'nationalfurniture.com', 'majorfurnitureclips.com', 'premierfightingmagazine.com', 'premierpolitics.com']",2,silver,1.0,2819.378356146118
46,S,"55530 Horton Stream, Port Kristenburgh, CA 95157",no_hs_diploma,retail,16,0,1.0,2019.0,"['fb', 'c', 'c', 'fb', 'fb', 'fb', 'fb', 'c', 'c', 'fb']",1,,63.53,passport,,5,Fish Network,"['globalfinancemagazine.com', 'nationalwrestlinginfo.com', 'QSRoutdoorclips.com']",,silver,0.0,0.0
55,U,"33993 Swanson Rapid, New Eric, CA 95709",grad_college,finance,16,1,0.0,,"['fb', 's']",0,,444.98,passport,2020-05-03,5,Fish Network,"['UBCfinancereport.com', 'UBCcamping.com', 'dailypoliticsmagazine.com', 'QSRpolitics.com', 'totalwrestlingreport.com']",,silver,0.0,0.0
41,S,"19652 Roberts Mountains, Colemanbury, TN 37465",some_college,childcare,9,1,1.0,2012.0,,0,67.33,143.44,passport,,4,DefecTV,"['UBCcampingclips.com', 'nationalpoliticsmagazine.com', 'premiertechreport.com', 'booksinfo.com']",,silver,0.0,0.0
29,U,"6732 Richard Rapid, North Timothy, TX 77079",grad_college,,6,0,0.0,,"['c', 's', 'bxb']",1,4.95,41.49,maincard,2021-09-26,3,Suboptimal,"['QSRtechreport.com', 'globaltechinfo.com', 'nationalfinance.com']",,gold,1.0,1519.8474780572678
23,U,"817 Payne Court, Bigshow, NY 12019",some_college,service,2,1,0.0,,,0,,4.81,maincard,2020-06-30,0,ShrewTube,"['premierrecipesclips.com', 'UBCwildlifeinfo.com', 'actionfinanceinfo.com', 'majorwrestlinginfo.com', 'actionfurnituremagazine.com']",,silver,1.0,1632.2455045723977
27,S,"47816 Jonathan Wall, North Andrewtown, IL 62571",grad_college,retail,7,1,13.0,2020.0,"['bsb', 'c', 's', 'bsb', 'bxb', 'fb']",0,,169.21,pursuit,2016-11-02,5,Fish Network,"['totalmarketreport.com', 'dailymarketmagazine.com', 'firstwrestlerclips.com']",5,bronze,1.0,2964.5737029533784
37,U,"72738 Nathan Inlet Unit 983, Ruizmouth, SC 29124",grad_college,marketing,11,0,16.0,2010.0,"['s', 'bxb', 'bxb']",0,5.84,,,,4,ShrewTube,"['nationalwildlifereport.com', 'UBCtechinfo.com', 'dailybooksnews.com', 'dailywrestlermagazine.com', 'totaltech.com']",,silver,0.0,0.0
36,U,"3882 Day Road Apt. 536, Thomasburgh, CA 91622",some_college,service,8,1,0.0,,"['fb', 'c', 'bxb', 'fb', 'bxb', 'fb', 'fb', 'c', 'bxb', 'bxb']",0,,222.57,maincard,2021-02-02,2,Infinity,"['financeinfo.com', 'dailybooks.com', 'totalpoliticsmagazine.com']",,gold,1.0,1115.6572700231857
37,U,"4749 Evans Grove, Jeffreyland, CA 95826",grad_college,healthcare,9,1,29.0,2016.0,"['fb', 'bsb', 'c', 's', 's', 'fb', 'fb', 'c', 'bsb', 'c']",0,17.68,62.97,SLAMEX,2021-09-26,3,Suboptimal,"['QSRmarketmagazine.com', 'QSRmarket.com', 'sport.com']","1, 1, 3, 1, 2, 1, 1, 1, 2, 3, 1, 2, 2, 2",bronze,1.0,3466.2458893173093
53,S,"103 Hunt Meadows, Marymouth, TX 78715",grad_college,education,16,1,0.0,,"['bxb', 's', 'fb', 'bsb', 'bsb', 'fb', 'c', 'fb', 'bsb']",1,12.71,,,2016-08-26,5,Infinity,"['politicsmagazine.com', 'wildlifeclips.com', 'dailycampingmagazine.com', 'globalbooksreport.com']",,bronze,0.0,0.0
59,U,"316 Joy Lake Apt. 201, South Marktown, FL 33149",grad_college,finance,6,1,7.0,2017.0,"['fb', 'fb', 'fb', 'fb', 'fb', 'c', 'fb', 'fb', 'bsb', 'bsb']",0,26.75,1049.52,maincard,2016-11-17,5,Spectral,"['majorfinance.com', 'totalfinance.com', 'dailyfightingclips.com']",,silver,1.0,2125.422072285807
23,S,"10789 James Plaza, Port Kaylaborough, TX 75451",grad_college,business,3,0,1.0,2022.0,"['p', 'bsb', 'fb', 'bsb', 'bsb', 's', 'bxb', 'bsb', 'bsb', 'fb']",1,35.85,374.2,maincard,2019-03-15,5,Spectral,"['market.com', 'actionpoliticsinfo.com', 'UBCfurniturenews.com']",,gold,1.0,2989.9818037263985
59,U,"4474 Anthony Valleys, West Laura, CA 94036",grad_college,service,15,0,0.0,,,1,5.29,,,2017-08-20,1,Infinity,"['firstoutdoornews.com', 'totaloutdoorreport.com', 'booksinfo.com']",,bronze,0.0,0.0
53,S,"4568 Roach Row Unit 175, Pruittmouth, CA 92566",some_college,none,13,1,0.0,,,0,11.64,76.71,pursuit,,2,nan,"['outdoorreport.com', 'majorrecipesinfo.com', 'premierbooksmagazine.com', 'premierwrestlerinfo.com', 'QSRwildlifereport.com']",,bronze,1.0,1562.0495406540467
30,S,"260 Jeanette Passage Apt. 438, Hammondtown, TX 77635",grad_college,,10,1,31.0,2022.0,"['bxb', 'c', 'fb']",0,282.92,63.56,maincard,,2,Spectral,"['techinfo.com', 'UBCwrestlingnews.com', 'UBCbooksinfo.com']",,silver,1.0,4784.1860002667945
63,S,"392 Moore Circle Unit 887, Carrmouth, CO 80919",masters_professional,tech,10,1,5.0,2017.0,"['bxb', 'fb', 'bsb', 'fb', 'fb', 'fb', 'bxb', 'fb', 'bsb', 'fb']",0,29.71,306.02,passport,2018-04-21,1,Infinity,"['majormarketnews.com', 'firstwildlife.com', 'premiermarketnews.com', 'globaltechclips.com', 'majoroutdoorclips.com']",,silver,1.0,2757.227670358768
46,U,"98763 James Loaf Apt. 371, South Tina, FL 32684",grad_high_school,retail,7,1,0.0,,,0,54.62,64.44,maincard,2017-09-17,5,Fish Network,"['dailycampinginfo.com', 'UBCwrestlerreport.com', 'UBCbooksclips.com', 'actionfurnitureclips.com']",,bronze,1.0,1778.8325911414704
35,U,"0509 Kim Stream Apt. 295, Jeffmouth, TX 78512",grad_college,business,8,1,5.0,2022.0,"['bxb', 'fb', 'bxb', 's', 'c', 'c', 'fb', 'fb', 'fb', 'bxb']",1,57.3,999.65,pursuit,2020-05-03,1,Infinity,"['actioncampingmagazine.com', 'premiersports.com', 'totalbooksinfo.com']",,bronze,1.0,3700.7615873802347
67,U,"8358 Johnson Estates Unit 152, Port Laura, FL 34052",no_hs_diploma,government,9,1,0.0,,,0,36.14,170.99,maincard,,7,nan,"['premierwrestlerreport.com', 'majorcampingnews.com', 'majortechclips.com', 'furnitureclips.com', 'totalwrestlingreport.com']",,silver,1.0,861.1420816323518
33,U,"048 Chung Parkway Unit 411, Velazquezport, MA 2623",grad_college,,11,1,8.0,2018.0,,0,78.18,62.1,maincard,2017-01-23,3,DefecTV,"['nationalpoliticsclips.com', 'wildlife.com', 'QSRcampingreport.com']",,gold,1.0,2626.6593976701934
43,U,"98484 Odonnell Path, North Phillip, OH 45027",grad_college,none,14,1,0.0,,"['bxb', 'fb', 'c', 's', 'bxb']",1,,,,,2,Spectral,"['premierfurnitureinfo.com', 'globalcampingclips.com', 'majorrecipes.com', 'totalwildlife.com']",,silver,0.0,0.0
55,S,"17472 Jason Ridges, East Danview, CA 95578",no_hs_diploma,,6,1,0.0,,"['bxb', 'fb']",1,,,,2018-07-24,1,Spectral,"['UBCfinanceinfo.com', 'actionwrestler.com', 'firstmarket.com', 'QSRmarketnews.com', 'QSRwrestlernews.com']",,silver,0.0,0.0
29,S,"557 Wells Bridge, Mcintoshbury, TX 77149",some_college,service,6,1,4.0,2020.0,"['bxb', 'bsb']",1,35.3,125.75,maincard,2019-03-08,2,Fish network,"['premierwildlife.com', 'actionfinance.com', 'globaltechnews.com', 'nationalwildlife.com', 'globalbooksnews.com']",,silver,1.0,2739.870270183364
44,U,"4404 Turner Expressway, Woodardstad, FL 33663",grad_college,government,18,1,1.0,2012.0,['fb'],1,13.38,1.15,maincard,2020-07-13,1,Infinity,['nationaltechclips.com'],,silver,1.0,1904.7206591559036
33,U,"6993 Clark Estate Unit 761, East Jonathanberg, TX 76633",masters_professional,healthcare,8,0,0.0,,"['fb', 'bsb', 'c', 'fb', 'bxb', 'fb', 'fb', 's', 'c', 's']",0,7.93,18.83,pursuit,2022-07-01,1,Fish Network,"['dailyoutdoorinfo.com', 'dailyoutdoor.com', 'premiercampingmagazine.com']",,bronze,0.0,0.0
39,U,"997 Kidd Corners Apt. 555, Peterburgh, TX 79182",grad_college,business,5,1,5.0,2018.0,"['fb', 'c', 'bsb', 'fb', 'c', 'fb', 'fb', 'c', 'c', 'c']",1,19.95,96.48,locate,2022-12-27,1,Fish Network,"['dailycampingreport.com', 'premiertechclips.com', 'totalwildlife.com']",,silver,1.0,2708.9101698877903
27,U,"292 Stephanie Trace, South Samantha, TX 77095",masters_professional,education,6,1,11.0,2019.0,"['c', 'bsb', 'c', 'c', 'p', 'fb', 'bxb', 's', 'c', 'c']",0,2.58,44.53,passport,2016-10-31,3,ShrewTube,"['globalfinancenews.com', 'dailypoliticsclips.com', 'dailybooksinfo.com', 'campingreport.com', 'QSRwildlifenews.com']","3, 2",bronze,1.0,2714.0511108291375
57,S,"085 Villegas River Unit 152, South Paigetown, CA 94523",masters_professional,tech,17,1,0.0,,,0,7.24,279.33,passport,2020-06-01,2,Spectral,"['dailytech.com', 'premierfinancenews.com', 'financereport.com']",,silver,1.0,1508.8117833649549
66,U,"8422 Mckenzie Squares, Meyerborough, CA 95087",masters_professional,business,13,1,1.0,2020.0,"['c', 'bsb', 'fb', 'fb', 's', 'bsb', 'bxb', 'bsb', 'c', 'bsb']",1,,,,2021-06-04,2,DefecTV,['nationalsportreport.com'],,silver,0.0,0.0
75,U,"3434 Stephanie Path, Masonmouth, LA 71441",grad_college,marketing,4,1,7.0,2015.0,"['bsb', 'fb', 'c', 'c', 'c', 'c', 'bsb', 'fb', 'bsb', 'fb']",0,13.62,226.47,locate,2022-09-10,1,nan,['marketreport.com'],,silver,1.0,1883.6541865277652
38,S,"0420 Moses Cape Apt. 301, Erikaside, CA 95691",grad_high_school,government,10,1,17.0,2021.0,,0,0.63,23.66,maincard,,0,Infinity,"['firstbooksinfo.com', 'premierwrestlingclips.com', 'actionrecipesinfo.com', 'totalsportnews.com']",1,silver,1.0,3030.6553694767663
24,U,"97109 Hannah Passage Apt. 727, East Luke, CA 95223",grad_high_school,finance,4,0,5.0,2019.0,"['p', 'p', 'fb', 'fb', 'bsb', 'c', 'fb', 'bsb', 'fb', 'c']",1,18.31,358.43,SLAMEX,2019-11-07,2,ShrewTube,"['premieroutdoorinfo.com', 'globalwildlifeinfo.com', 'dailytechmagazine.com']",,gold,1.0,2567.7041623633922
21,S,"4353 Devin Island, Devinfort, VA 24531",grad_college,tech,1,0,1.0,2021.0,"['bxb', 'bsb']",0,13.29,211.0,passport,2022-04-08,1,Cheezeline,"['totalcampinginfo.com', 'globalfurniture.com']",,bronze,0.0,0.0
52,R,"255 Wendy Mountain Apt. 193, New Josephberg, CA 95165",grad_high_school,service,9,0,1.0,2022.0,"['c', 'c', 'bsb', 'c', 'c', 'c', 'fb', 'bsb', 'c', 'fb']",1,79.57,339.88,maincard,,5,ShrewTube,"['majortech.com', 'booksmagazine.com', 'actionwildlifemagazine.com', 'totalfurniturereport.com']",,silver,1.0,1817.7631104154893
36,U,"56047 Schroeder Plain, North Maryhaven, CA 94015",grad_college,marketing,10,1,3.0,2018.0,,0,26.98,0.83,maincard,,1,nan,"['dailytechinfo.com', 'globalpoliticsmagazine.com', 'firstrecipesmagazine.com']",,gold,1.0,2679.951658597091
43,U,"45062 Crane Point Unit 344, North Suzanne, TX 79063",grad_high_school,childcare,10,0,0.0,,"['fb', 'fb', 'fb', 'fb', 'c', 's', 'c', 's', 'fb', 'fb']",1,,228.93,passport,,1,Spectral,"['UBCfinanceclips.com', 'QSRwildlifenews.com', 'firstpoliticsclips.com', 'firstsport.com', 'QSRcamping.com', 'majorfurniturereport.com']",,bronze,0.0,0.0
68,S,"204 Gary Mountains, Lake Anthony, TX 77639",grad_high_school,finance,6,1,1.0,2011.0,['c'],1,,160.51,maincard,,3,Fish Network,"['premieroutdoornews.com', 'globalmarket.com', 'premiermarketclips.com']",,gold,0.0,0.0
78,U,"71421 Sullivan Villages, Sydneymouth, AZ 85763",grad_college,business,10,1,0.0,,"['bsb', 'fb', 's', 'bsb', 'c', 'fb', 'fb', 'bsb', 'bsb', 'c']",0,6.31,,,,2,ShrewTube,"['premierwildlifemagazine.com', 'recipesinfo.com']",,silver,0.0,0.0
63,U,"765 Brandon Lake Unit 066, Silvastad, CA 91438",some_college,,7,1,0.0,,"['c', 'fb', 'bsb', 'bsb', 'fb', 'bsb', 'fb', 'c', 'bxb', 'fb']",0,17.02,80.51,passport,2022-10-22,0,DefecTV,"['firstwrestlernews.com', 'QSRmarketnews.com', 'actionwrestlerreport.com']",,bronze,0.0,0.0
75,U,"270 Erica Estates Unit 638, West Madison, CA 91482",grad_high_school,healthcare,10,1,3.0,2020.0,"['bsb', 'bsb', 'bxb', 'bsb', 'p', 'fb', 'c']",0,3.19,7.66,passport,2022-09-22,3,Infinity,"['dailysportsmagazine.com', 'totalfurniture.com', 'premierfinanceinfo.com']",,gold,1.0,1104.4416000850742
63,U,"67132 Garcia Turnpike, Lisachester, TX 75396",grad_high_school,healthcare,6,1,0.0,,"['c', 's', 'bxb', 'fb', 'c', 'bsb', 'c']",0,1.7,73.41,maincard,,2,Spectral,"['actionmarketmagazine.com', 'globalfinanceclips.com', 'nationalcampingmagazine.com', 'totalwildlifemagazine.com', 'majorwildlifeinfo.com']",,gold,1.0,818.145934572193
49,U,"79883 Sutton Court Apt. 632, Lake Brenda, FL 32468",some_college,service,14,1,0.0,,"['bsb', 'bsb', 'c', 'bsb', 'bxb', 'bxb', 'fb', 'c']",1,15.64,25.77,pursuit,2021-09-04,5,Spectral,"['globalwildlifeclips.com', 'firstwrestlernews.com']",,silver,1.0,2002.826846004317
32,U,"166 Jason Shoal, Benjaminmouth, MO 64315",some_college,business,10,0,0.0,,"['bsb', 'fb', 'c', 'fb', 'fb', 'p', 'fb', 'fb', 'fb', 'bsb']",0,14.38,20.88,SLAMEX,2020-12-21,4,nan,"['globalfurnitureinfo.com', 'QSRwrestlermagazine.com', 'majorwildlife.com']",,gold,1.0,1617.4111691135377
21,U,"51763 Cohen Street Apt. 355, Lake Jasmineview, CA 91580",some_college,service,1,1,0.0,,,1,16.9,280.27,passport,2019-04-18,5,Spectral,"['firstwildlifenews.com', 'globalcampingnews.com', 'dailyfurnituremagazine.com']",,gold,1.0,1471.0756300931175
20,U,"236 Barrett Cliffs Unit 737, Port Travis, TX 75189",grad_college,tech,2,0,0.0,,,0,8.61,126.85,maincard,,3,Fish Network,"['firstwrestlinginfo.com', 'actionmarketreport.com', 'nationalcampinginfo.com', 'wildlifereport.com', 'nationalwildlifemagazine.com', 'premierrecipesmagazine.com', 'firsttechreport.com']",,gold,0.0,0.0
28,S,"20618 Curtis Village, Williamstad, TX 78754",grad_college,,6,1,0.0,,,0,25.37,4.17,maincard,,2,Infinity,"['nationalrecipesmagazine.com', 'marketreport.com', 'dailyfinance.com']",,silver,0.0,0.0
23,S,"382 Potter Row, Port Stevenbury, CA 90520",some_college,retail,3,1,1.0,2020.0,,1,,,,2021-04-05,3,nan,"['politicsnews.com', 'premierfinancenews.com', 'dailybooksmagazine.com']",,bronze,0.0,0.0
73,U,"969 Tanner Ports, Andreamouth, NY 13211",grad_college,marketing,13,1,2.0,2015.0,['c'],1,,339.42,passport,2018-07-15,5,Infinity,"['dailyfinancereport.com', 'totalbooksnews.com', 'totalfinanceinfo.com']",,bronze,0.0,0.0
55,U,"20010 Mary Harbors, East Patriciaton, TX 75797",grad_high_school,childcare,9,0,0.0,,"['p', 'fb', 's']",0,42.82,188.56,maincard,,6,Spectral,"['firstwildlifeinfo.com', 'UBCoutdoorinfo.com', 'firstcampingclips.com']",,silver,1.0,524.4687452839939
22,U,"90328 Griffin Drive, Stoneborough, TX 76803",grad_college,education,2,1,0.0,,,0,,82.46,pursuit,2019-07-12,1,Infinity,['furnitureinfo.com'],,bronze,0.0,0.0
42,S,"7936 Turner Lights Apt. 008, North David, FL 33732",masters_professional,government,11,1,0.0,,"['fb', 's', 'fb', 's', 'fb', 'c', 'fb']",1,80.56,154.97,SLAMEX,2021-12-20,0,nan,"['dailymarketnews.com', 'globaloutdoorclips.com', 'QSRpoliticsreport.com', 'actionwrestlingmagazine.com']",,bronze,0.0,0.0
22,U,"7082 Parsons Viaduct, South Karenport, CA 94625",some_college,none,2,1,4.0,2020.0,,0,,99.84,pursuit,,2,Spectral,"['totaltechinfo.com', 'globalwildlifeclips.com', 'nationalcampingmagazine.com', 'outdoorclips.com', 'QSRmarketreport.com']",,bronze,1.0,1927.129846602307
52,U,"435 Stephanie Springs, Beltranfurt, NV 89517",grad_college,education,9,1,3.0,2010.0,,0,47.27,142.46,locate,2021-05-15,3,DefecTV,"['globalrecipes.com', 'majorbooksreport.com', 'furnitureclips.com', 'tech.com']",,silver,1.0,2020.7037723238034
58,U,"94781 Jennifer Run Unit 821, Lake Raymondport, OH 45452",masters_professional,education,16,1,1.0,2017.0,['s'],0,25.34,,,2020-03-27,3,ShrewTube,"['actionwildlifeclips.com', 'dailywrestlerclips.com', 'majoroutdoormagazine.com', 'totalbooksclips.com']",,gold,0.0,0.0
28,S,"302 Johnson Mission Unit 918, Erikmouth, WA 99325",no_hs_diploma,service,7,1,0.0,,"['c', 's', 'p', 'fb', 'bsb', 's', 'c', 'fb', 'bsb', 'fb']",1,15.15,450.52,passport,2016-04-09,3,Suboptimal,"['actionfinancereport.com', 'nationaloutdoorreport.com', 'QSRwrestlermagazine.com']",,gold,1.0,1535.8365455874623
42,U,"6944 Ortega Field Unit 157, Port Donald, CA 90165",masters_professional,finance,15,0,7.0,2015.0,"['bsb', 'c', 'bsb', 'fb', 'fb', 'bsb', 'fb', 'fb', 's']",0,,91.33,locate,2018-09-04,5,nan,"['majorpoliticsinfo.com', 'UBCfurniturereport.com', 'totalpoliticsmagazine.com', 'actioncampingclips.com']",,gold,1.0,1865.080522485067
20,U,"5376 Jessica Motorway, Rorton, MI 49826",grad_college,,1,1,2.0,2022.0,"['fb', 'c', 'fb', 's', 'fb', 'c', 'fb']",0,58.45,231.85,maincard,,3,Infinity,"['globalbooksclips.com', 'dailyoutdoor.com', 'UBCrecipesclips.com']",4,silver,1.0,2933.2686877533592
30,U,"212 Anthony Island, Wattsfurt, AL 35501",grad_college,marketing,7,0,12.0,2012.0,['bsb'],1,17.0,197.49,pursuit,2016-05-15,4,Infinity,"['nationalpoliticsmagazine.com', 'firsttechmagazine.com', 'wildlifemagazine.com']",,gold,1.0,1550.3373458675555
41,S,"269 Simon Keys Apt. 253, Pageside, CA 94266",grad_high_school,government,13,1,0.0,,,0,15.85,48.81,maincard,,3,DefecTV,"['QSRbooks.com', 'financemagazine.com', 'globalpoliticsinfo.com', 'nationalwrestlernews.com']",,silver,1.0,1224.394383512201
46,U,"6937 Amy Ramp, West Jonathan, TX 75542",grad_college,education,10,1,1.0,2016.0,['s'],1,5.1,,,2022-01-02,2,nan,"['majoroutdoor.com', 'UBCwrestlerclips.com', 'nationalcampingmagazine.com']",,silver,0.0,0.0
61,S,"87117 Day Harbor, Simsborough, CA 95647",grad_college,government,11,0,7.0,2010.0,"['bsb', 'fb', 'bsb', 'fb', 'bsb']",1,21.91,51.43,maincard,,1,DefecTV,"['nationalbooksnews.com', 'globalmarketmagazine.com', 'actionmarketreport.com']",,bronze,0.0,0.0
21,S,"789 Daniels Causeway Unit 089, Mendezfurt, CA 95360",grad_college,education,1,0,0.0,,"['bxb', 'fb', 'c', 'bsb', 'fb', 'fb', 'bxb', 'fb', 'fb', 'fb']",0,7.87,276.09,maincard,,2,ShrewTube,"['premierrecipesmagazine.com', 'premierbooks.com', 'nationalwrestlingclips.com', 'nationalfinancereport.com']",,gold,0.0,0.0
55,S,"22071 Marshall Green Unit 695, Nicholasmouth, CA 94424",grad_college,business,10,1,1.0,2017.0,"['bsb', 'fb', 'fb', 'fb', 'c', 'fb', 'bsb', 'fb', 'fb', 'fb']",1,30.7,,,2018-04-14,4,DefecTV,"['dailytechclips.com', 'QSRfurnitureclips.com', 'dailyrecipesnews.com']",,gold,0.0,0.0
70,U,"474 Tammy Ports, Port Alexanderchester, WA 98931",no_hs_diploma,retail,10,0,7.0,2020.0,"['c', 'fb', 'fb', 'bsb', 'p', 'bxb', 'p', 'fb', 'c', 'c']",0,40.0,315.12,maincard,2021-10-31,2,nan,"['sportinfo.com', 'wrestlingmagazine.com', 'nationalwildlifenews.com', 'globalpoliticsclips.com', 'globaloutdoorclips.com']",,gold,1.0,2442.0681844278206
39,U,"2844 Jeremy Avenue, Port Ronaldland, KY 41989",grad_college,business,13,1,0.0,,"['bxb', 'fb', 'c', 'p', 'fb', 'p']",1,4.56,212.34,maincard,,3,nan,"['dailyoutdoornews.com', 'finance.com', 'majoroutdoorclips.com']",,gold,1.0,1544.249866430507
33,U,"31902 Alvarez Manors, Cabreraburgh, GA 38093",grad_high_school,government,9,1,3.0,2016.0,"['bsb', 'fb']",0,5.23,119.38,passport,,3,ShrewTube,"['majortech.com', 'premierwrestlernews.com', 'totalwildlifemagazine.com']",,silver,1.0,1530.0274037745367
52,U,"38189 Heath Flat Apt. 510, New Sarahview, TX 75473",grad_college,business,4,1,17.0,2011.0,['bsb'],1,60.31,,,2021-11-11,1,Spectral,"['dailybooksmagazine.com', 'premiermarketnews.com', 'recipesclips.com']",,bronze,0.0,0.0
22,U,"5230 Shawn Rapid Unit 500, North Douglas, MI 48510",grad_high_school,childcare,2,0,4.0,2019.0,['bxb'],0,,,,2020-11-16,3,DefecTV,"['QSRwrestlermagazine.com', 'totalwildlife.com', 'actionfurniturereport.com', 'dailytechreport.com', 'majorfinancereport.com']",,gold,0.0,0.0
49,S,"83739 Matthew Course Apt. 169, New Briantown, CA 94088",no_hs_diploma,healthcare,13,1,0.0,,"['c', 'c', 'bsb', 'fb', 'c', 'c', 'fb']",0,29.35,145.23,SLAMEX,,2,nan,"['finance.com', 'QSRtechinfo.com', 'totalwildlifeinfo.com', 'premierwrestlinginfo.com', 'premierfinancenews.com']",,bronze,0.0,0.0
23,U,"7222 Raymond Locks Apt. 111, Baileyland, OH 45232",grad_college,government,3,0,3.0,2018.0,['c'],1,83.03,134.84,maincard,2016-08-07,1,nan,"['globalfinancenews.com', 'firstpoliticsmagazine.com', 'totalmarketreport.com']",,gold,1.0,2864.736885472166
68,U,"59251 Oliver Via, Cabreraburgh, GA 38093",grad_college,healthcare,12,1,2.0,2015.0,"['bxb', 'c', 's', 'fb', 'fb', 'fb', 'bxb', 'c', 's', 'bxb']",0,,30.9,locate,,1,Infinity,"['booksnews.com', 'totalwildlifenews.com', 'dailycampingmagazine.com']",,bronze,0.0,0.0
56,S,"6347 White Overpass Unit 392, Charlesborough, IL 62338",no_hs_diploma,childcare,13,1,2.0,2011.0,,1,8.2,611.48,passport,,7,DefecTV,"['totalbooks.com', 'UBCtech.com', 'QSRbooksinfo.com', 'wildlifeinfo.com', 'majorfurniturereport.com']",,silver,0.0,0.0
